hash_id,filename,original_filename,file_size,file_hash,user_id,project_id,meeting_id,document_id,created_at
622cf99d-67f4-4f4f-af89-aa9f3d2d9641,Document_Fulfillment_AIML-20250627_150201-Meeting_Recording.docx,Document_Fulfillment_AIML-20250627_150201-Meeting_Recording.docx,21262,15e6ce26d828ecc10f440415ceb58d91a23d3bdfcf15afc440f908d3565a1104,ccecdf6b-8291-4cda-b38e-bf88f39028b8,,,2b5544e5-fbfb-4178-8d19-d6395203addc,2025-08-14 08:54:34.413625
