document_id,filename,date,title,content_summary,main_topics,past_events,future_actions,participants,chunk_count,file_size,user_id,meeting_id,project_id,folder_path,created_at,is_deleted,deleted_at,deleted_by
2b5544e5-fbfb-4178-8d19-d6395203addc,Document_Fulfillment_AIML-20250627_150201-Meeting_Recording.docx,2025-06-27 15:02:01,Document_Fulfillment_AIML-20250627_150201-Meeting_Recording.docx,,[],[],[],[],13,10329,ccecdf6b-8291-4cda-b38e-bf88f39028b8,,,,2025-08-14 08:55:30.216600,0,,
