project_id,user_id,project_name,description,created_at,is_active
6f2e1725-4a19-4f2f-a0e9-0696d6ca52e7,ccecdf6b-8291-4cda-b38e-bf88f39028b8,Default Project,Default project for meetings,2025-08-14 08:54:06.358294,1
